Notebook,Vessel,Temperature,Location,Substrate SMILES,Substrate Conc (M),Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Reductant,Reductant SMILES,Reductant Conc (M),Solvent1,Analytical Method,number,Output Value
AO-07,1536,50,43:W,COC1=CC(=C(C=C1N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3)Cl)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1099,18.443
AO-07,1536,50,44:W,CC(=O)C1=CC=CC=C1NC(=O)C2=CNC3=C(C2=O)C=C(C=C3)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1100,97.677
AO-07,1536,50,45:W,CCN1CCN(CC1)C2=C(C=CC=C2Cl)NC(=O)CC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1101,44.867
AO-07,1536,50,46:W,C1COCCN1C2=NC=C(C=N2)NC(=O)CC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1102,91.612
AO-07,1536,50,47:W,CC(C)CN1C2=C(N=C1N(C)CC3=CC=CC=C3)N(C(=O)NC2=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1103,88.195
AO-07,1536,50,48:W,C1=CC=C(C(=C1)C(=O)NC2=CN=C(N=C2)N3C=CN=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1104,21.969
AO-07,1536,50,1:X,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1105,96.276
AO-07,1536,50,2:X,CCOC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1106,14.07
AO-07,1536,50,3:X,CC1=CC(=C(C=C1Cl)OC)N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1107,92.777
AO-07,1536,50,4:X,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=CC=C4NC(=O)C5=CC=C(C=C5)C(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1108,22.32
AO-07,1536,50,5:X,C1=CC=C(C=C1)C2=NC3=CC=CC=C3NC2=S,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1109,47.917
AO-07,1536,50,6:X,CC1=CC=CC=C1S(=O)(=O)N2C3=CC=CC=C3N=N2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1110,62.322
AO-07,1536,50,7:X,CCN(CC)C(=O)C1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1111,0
AO-07,1536,50,8:X,COC1=CC=CC=C1CN2CCOC3=C(C2)C=C(C=C3O)C4=CC(=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1112,4.062
AO-07,1536,50,9:X,CC1=CC=CC=C1N2C3=C(C=N2)C(=O)N(C=N3)CC4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1113,95.907
AO-07,1536,50,10:X,COC1=CC=CC=C1C(=O)NC2=NN=C(O2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1114,7.932
AO-07,1536,50,11:X,CC1=C(C(=NC(=N1)N2CCOCC2)C)NC(=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1115,17.908
AO-07,1536,50,12:X,CC1=C(C=C2C(=N1)N(C(=O)N(C2=O)C)C)C(=O)NC3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1116,53.345
AO-07,1536,50,13:X,CCOC1=CC=CC=C1C(=O)NC2=CC3=C(C=C2C(=O)C)OCO3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1117,27.832
AO-07,1536,50,14:X,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1118,20.267
AO-07,1536,50,15:X,C1=CC=C(C(=C1)C=C2C(=O)N3C4=CC=CC=C4N=C3S2)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1119,92.643
AO-07,1536,50,16:X,COC1=C(C=C(C=C1)N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1120,10.92
AO-07,1536,50,17:X,C1=CC=C(C=C1)C(=O)CNC(=O)C2=CC3=CC=CC=C3OC2=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1121,18.311
AO-07,1536,50,18:X,CC(=O)NC1=C(N=C(S1)C2=CC=CC=C2)C3=CC=C(C=C3)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1122,82.15
AO-07,1536,50,19:X,CC1=CC=CC=C1C(=O)NC2=CN=C(N=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1123,15.875
AO-07,1536,50,20:X,CN1C2=NC(=NC(=C2C=N1)NCC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1124,7.996
AO-07,1536,50,21:X,COC1=CC(=C(C=C1)Br)C(=O)NC2CC3C(=O)NC4=CC=CC=C4N3C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1125,91.135
AO-07,1536,50,22:X,CN(CN1C2=CC=CC=C2C(=O)C1=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1126,21.608
AO-07,1536,50,23:X,C1=CC=C(C=C1)CN2C=NC3=C(C2=O)C=NN3C4=CC(=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1127,15.408
AO-07,1536,50,24:X,CCOC1=CC=CC=C1OC2=C(NN=C2C3=C(C=C(C=C3)O)O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1128,10.82
AO-07,1536,50,25:X,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1129,95.898
AO-07,1536,50,26:X,CCOC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1130,20.573
AO-07,1536,50,27:X,CC1=CC(=C(C=C1Cl)OC)N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1131,94.467
AO-07,1536,50,28:X,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=CC=C4NC(=O)C5=CC=C(C=C5)C(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1132,43.795
AO-07,1536,50,29:X,C1=CC=C(C=C1)C2=NC3=CC=CC=C3NC2=S,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1133,45.21
AO-07,1536,50,30:X,CC1=CC=CC=C1S(=O)(=O)N2C3=CC=CC=C3N=N2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1134,62.337
AO-07,1536,50,31:X,CCN(CC)C(=O)C1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1135,21.444
AO-07,1536,50,32:X,COC1=CC=CC=C1CN2CCOC3=C(C2)C=C(C=C3O)C4=CC(=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1136,46.929
AO-07,1536,50,33:X,CC1=CC=CC=C1N2C3=C(C=N2)C(=O)N(C=N3)CC4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1137,92.926
AO-07,1536,50,34:X,COC1=CC=CC=C1C(=O)NC2=NN=C(O2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1138,42.15
AO-07,1536,50,35:X,CC1=C(C(=NC(=N1)N2CCOCC2)C)NC(=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1139,22.569
AO-07,1536,50,36:X,CC1=C(C=C2C(=N1)N(C(=O)N(C2=O)C)C)C(=O)NC3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1140,90.091
AO-07,1536,50,37:X,CCOC1=CC=CC=C1C(=O)NC2=CC3=C(C=C2C(=O)C)OCO3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1141,9.734
AO-07,1536,50,38:X,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1142,19.092
AO-07,1536,50,39:X,C1=CC=C(C(=C1)C=C2C(=O)N3C4=CC=CC=C4N=C3S2)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1143,88.697
AO-07,1536,50,40:X,COC1=C(C=C(C=C1)N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1144,30.178
AO-07,1536,50,41:X,C1=CC=C(C=C1)C(=O)CNC(=O)C2=CC3=CC=CC=C3OC2=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1145,39.423
AO-07,1536,50,42:X,CC(=O)NC1=C(N=C(S1)C2=CC=CC=C2)C3=CC=C(C=C3)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1146,46.543
AO-07,1536,50,43:X,CC1=CC=CC=C1C(=O)NC2=CN=C(N=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1147,5.486
AO-07,1536,50,44:X,CN1C2=NC(=NC(=C2C=N1)NCC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1148,45.362
AO-07,1536,50,45:X,COC1=CC(=C(C=C1)Br)C(=O)NC2CC3C(=O)NC4=CC=CC=C4N3C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1149,97.88
AO-07,1536,50,46:X,CN(CN1C2=CC=CC=C2C(=O)C1=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1150,44.793
AO-07,1536,50,47:X,C1=CC=C(C=C1)CN2C=NC3=C(C2=O)C=NN3C4=CC(=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1151,17.853
AO-07,1536,50,48:X,CCOC1=CC=CC=C1OC2=C(NN=C2C3=C(C=C(C=C3)O)O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,1152,26.018
AO-07,1536,50,1:Y,COC1=CC=CC=C1N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1153,12.444
AO-07,1536,50,2:Y,CC1=C(C(N2CCN(C3=CC=CC=C3)CC2)=O)SC(N4C=CC=C4)=N1,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1154,14.107
AO-07,1536,50,3:Y,C1CCN(CC1)CC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1155,88.895
AO-07,1536,50,4:Y,CC1=C(C=CC(=C1)C(=O)N2CCOCC2)N(C)S(=O)(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1156,27.629
AO-07,1536,50,5:Y,C1CCC(CC1)NC(=O)CC2=CC3=C(CCCC3)C=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1157,23.615
AO-07,1536,50,6:Y,CN(CC1=CC=CC=C1)C(=O)C2(CCCC2)C3=CC=CS3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1158,38.022
AO-07,1536,50,7:Y,COC1=C(C=C(C=C1)Cl)C(=O)NC2=NN=C(S2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1159,10.022
AO-07,1536,50,8:Y,CN1C2=C(C=N1)C(=NC(=N2)N3CCN(CC3)C4=CC=CC=C4OC)N5CCOCC5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1160,14.978
AO-07,1536,50,9:Y,CC1=NC2=C(C=C1)OC(=C2)C(=O)NC3=CC=CC=C3C(=O)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1161,16.713
AO-07,1536,50,10:Y,CC1=C(C(=NC(=N1)N2CCOCC2)C)NC(=O)C3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1162,26.28
AO-07,1536,50,11:Y,C1=CC=C(C(=C1)CON2C3=CC=CC=C3N=N2)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1163,61.658
AO-07,1536,50,12:Y,CC1=C(SC2=C1C(=O)NC=N2)C(=O)NC3=CC=CC=C3OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1164,22.004
AO-07,1536,50,13:Y,COC1=CC=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(CC5)C=C3)C2=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1165,0
AO-07,1536,50,14:Y,COC1=CC=C(C=C1)N2C(=C(N=N2)C(=O)O)C3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1166,17.604
AO-07,1536,50,15:Y,CCOC1=CC=CC=C1C=C2C(=O)N3C4=CC=CC=C4N=C3S2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1167,79.346
AO-07,1536,50,16:Y,C1CCN(CC1)CC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1168,24.827
AO-07,1536,50,17:Y,CC1=CC=CC=C1C(=O)OC2=CC3=CC=CC=C3C=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1169,14.448
AO-07,1536,50,18:Y,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C4=C(N=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1170,10.512
AO-07,1536,50,19:Y,C1COCCN1C2=NC=C(C=N2)NC(=O)C3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1171,93.292
AO-07,1536,50,20:Y,C1=CC=C(C=C1)N2C3=NN=NC(=C3C=N2)NCCC4=CNC5=CC=CC=C54,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,1172,16.827
